Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
214,01/04/2015,Sanaa,Bani Hushaysh,Sarif,Al-Khorafi Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening
215,01/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,unkn,unkn,,Midday
216,01/04/2015,Aden,Dar Sa'ad,-,Pro-Houthi forces,Military_Security_Target,Forces,12,1,,Midday
217,01/04/2015,Aden,Dar Sa'ad,-,Governmental Compound,Infrastructure,Gov. compounds,unkn,unkn,,Midday
218,01/04/2015,Aden,,Green City,Building (Reportedly used by pro-Houthi forces),Unknown,Unknown,unkn,unkn,,Afternoon
219,01/04/2015,Hajja,Harad,Al-Mazraq,IDPs Camp,Civilian,Residential Area,unkn,3,,Midday
220,01/04/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Forces Base(67th aviation Brigade weapons stores),Military_Security_Target,Military Site,unkn,unkn,,Midday
221,01/04/2015,Hudaydah,Bajil,Kilo 7,Coastal Defence Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday
222,01/04/2015,Ibb,Yarim,-,55th Artillery Brigade,Military_Security_Target,Military Site,unkn,unkn,,Midday
223,01/04/2015,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,4,unkn,,Early-Morning
224,01/04/2015,Saada,Razih,Haram Mountain,125th Infantry Brigade Military Sites,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
225,01/04/2015,Saada,Haydan,Al-Sharfah,Unknown,Civilian,Residential Area,unkn,1,,Early-Morning
226,01/04/2015,Saada,Sa'ada,The City,9th Mechanized Infantry Brigade,Military_Security_Target,Military Site,6,4,,Morning
227,01/04/2015,Saada,Sa'ada,The City,Sa'ada Military HQ ,Military_Security_Target,Military Site,6,2,,Morning
228,01/04/2015,Saada,Haydan,Marran,Al-Majazain Cemenetry,Unknown,Unknown,unkn,unkn,unkn,Unknown
229,01/04/2015,Saada,Sa'ada,The City,Republican Guards Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
230,01/04/2015,Saada,Sa'ada,The City,Military police camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
231,01/04/2015,Saada,Razih,-,Unknown,Unknown,Unknown,15,4,,Afternoon
232,01/04/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,unkn,1,,Afternoon
233,01/04/2015,Saada,Sa'ada,The City,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,1,,Afternoon
234,02/04/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
235,02/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
236,02/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
237,02/04/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,24,unkn,,Night
238,02/04/2015,Aden,Khor Maksar,Al-Sawlaban ,SSF Camp,Military_Security_Target,Military Site,18,2,,Evening
239,02/04/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,17,unkn,30,Evening
240,02/04/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Jabbanah Military Camp,Infrastructure,Transport,12,1,,Midday
241,02/04/2015,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,20,1,,Evening
242,02/04/2015,Marib,,-,Air Defence Military Sites (assigned to protect Oil facility),Military_Security_Target,Military Site,unkn,5,,Unknown
243,02/04/2015,Saada,Al-Dhaher,Qahrat Al-Nas,Unknown,Civilian,Residential Area,unkn,unkn,,Evening
244,02/04/2015,Saada,Sa'ada,The City,Sa'ada Airport,Infrastructure,Transport,unkn,unkn,,Evening
245,02/04/2015,Taiz,Dhubab,Mion Island,Pro-Houthi forces,Military_Security_Target,Forces,19,unkn,,Evening
246,02/04/2015,Taiz,Dhubab,Bab Al-Mandab,17th Infantry Brigade,Military_Security_Target,Military Site,19,unkn,,Evening
247,02/04/2015,Taiz,Mawyah,Awman Mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,21,1,,Evening
248,03/04/2015,Sanaa,Bani Matar,Hajar Okaysh Village,Residential Area,Civilian,Residential Area,22,unkn,,Night
249,03/04/2015,Aden,Crater,Hadeed Miuntain,Hadeed Mountain Military Camp,Military_Security_Target,Military Site,20,,unkn,Evening
250,03/04/2015,Aden,Khor Maksar,-,Badr Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening
251,03/04/2015,Aden,Khor Maksar,Al-Sawlaban,SSF Camp,Military_Security_Target,Military Site,unkn,unkn,,Evening
252,03/04/2015,Aden,Khor Maksar,Al-Alam,Pro-Houthi forces,Military_Security_Target,Forces,23,,unkn,Night
253,03/04/2015,Aden,,Green City,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night
254,03/04/2015,Saada,Haydan,"Marran, Watlan",Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
255,03/04/2015,Saada,Shada'a,-,Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
256,03/04/2015,Saada,Al-Dhaher,-,Unknown,Civilian,Residential Area,unkn,unkn,,Unknown
257,04/04/2015,Capital,Azal,Noqon Mountain,Weapons Storage,Military_Security_Target,Weapon Storage,17,unkn,,Evening
258,04/04/2015,Capital,Shu'oub,Sawan,Military Engineering Unit,Military_Security_Target,Military Site,18,unkn,,Evening
259,04/04/2015,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,18,unkn,,Evening
260,04/04/2015,Capital,Al-Thawrah,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,18,unkn,,Evening
261,04/04/2015,Capital,Shu'oub,-,Military police camp,Military_Security_Target,Military Site,18,unkn,,Evening
262,04/04/2015,Capital,Al-Thawrah,Al-Jiraf,Houthi Political Office,Political_Tribal ,HQ,17,unkn,,Evening
263,04/04/2015,Capital,Al-Thawrah,Airport Road,Military Academy,Military_Security_Target,Military Site,18,unkn,,Evening
264,04/04/2015,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,19,unkn,,Evening
265,04/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening
266,04/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday
267,04/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday
268,04/04/2015,Sanaa,Arhab,Al-Sama'a,Al-Sama'a Military Camp,Military_Security_Target,Military Site,18,unkn,,Evening
269,04/04/2015,Sanaa,Bani Hushaysh,Sarif,Al-Khorafi Military Camp,Military_Security_Target,Military Site,18,unkn,,Evening
270,04/04/2015,Sanaa,Bani Hushaysh,Sarif,National Security,Military_Security_Target,Military Site,18,unkn,,Evening
271,04/04/2015,Abyan,Khanfir,Shaqrah,Larib Military Camp,Military_Security_Target,Military Site,1,3,,Early-Morning
272,04/04/2015,Aden,Crater,Hadeed Miuntain,Hadeed Mountain Military Camp,Military_Security_Target,Military Site,18,unkn,,Evening
273,04/04/2015,Aden,Khor Maksar,Al-Omal Island,Pro-Houthi forces,Military_Security_Target,Forces,19,,unkn,Evening
274,04/04/2015,Aden,Al-Mualla,Coastal Areas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,unkn,Evening
275,04/04/2015,Bayda,Mukayras,Thurah,Pro-Houthi forces,Military_Security_Target,Forces,23,unkn,,Night
276,04/04/2015,Bayda,No'man,Aqabat Al-Qandha'a,Pro-Houthi forces,Military_Security_Target,Forces,23,1,,Night
277,04/04/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,17,unkn,,Afternoon
278,04/04/2015,Saada,Baqim,Al-Qarad,Civilian's house,Military_Security_Target,Military Site,17,unkn,,Afternoon
279,04/04/2015,Saada,Baqim,-,Pro-Houthi forces,Military_Security_Target,Forces,18,unkn,,Evening
280,04/04/2015,Saada,Kitaf Wa Al-Boqe'e,"Al-Malil, Al-Ajashir, Taiybah",Unknown,Civilian,Residential Area,unkn,8,,Unknown
281,04/04/2015,Saada,Kitaf Wa Al-Boqe'e,Al-Boqe'e,101st Infantry Brigade,Military_Security_Target,Military Site,unkn,5,,Unknown
282,04/04/2015,Saada,Sa'ada,The City,Near Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,2,,Unknown
283,04/04/2015,Saada,Majz,Al-Ja'malah,Unknown,Civilian,Residential Area,unkn,2,,Unknown
284,05/04/2015,Capital,Al-Sab'ein,Noqom Mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,13,3,,Midday
285,05/04/2015,Sanaa,Bani Matar,Bahman Shihab,Residential Area,Civilian,Residential Area,21,unkn,,Evening
286,05/04/2015,Aden,Khor Maksar,Coastal Line,Commercial Compound,Economic_infrastructure,Private business,23,,unkn,Night
287,05/04/2015,Dhalie,Al-Dhalie,Near Habil Jabary,Anti-Houthi Groups,Military_Security_Target,Forces,20,4,,Evening
288,05/04/2015,Dhalie,Damt,Al-Zoraiqa'a Valley,Unknown,Unknown,Unknown,20,unkn,,Evening
289,05/04/2015,Dhalie,Al-Dhalie,The City,Unknown,Unknown,Unknown,unkn,6,,Night
290,05/04/2015,Hajja,Midi,Mayfa'an,Fruit Farm,Economic_infrastructure,Farms,9,unkn,,Evening
291,05/04/2015,Hudaydah,Hays,The City,5 Flour Trucks,Economic_infrastructure,Food (storage/transportation),9,unkn,,Morning
292,05/04/2015,Hudaydah,Al-Salif,-,Al-Salif Port,Infrastructure,Transport,22,unkn,,Night
293,05/04/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Defence Military Sites,Military_Security_Target,Military Site,22,unkn,,Night
294,05/04/2015,Lahj,Al-Musaymir,Aqqan,Aqqan Bridge,Infrastructure,Transport,17,unkn,,Afternoon
295,05/04/2015,Lahj,Al-Musaymir,-,Labozah Military Camp,Military_Security_Target,Military Site,17,unkn,,Afternoon
296,05/04/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,19,unkn,,Evening
297,05/04/2015,Saada,Sa'ada,The City,Security HQ,Military_Security_Target,Military Site,4,1,,Early-Morning
298,05/04/2015,Saada,Sa'ada,The City,SSF Camp,Military_Security_Target,Military Site,4,1,,Early-Morning
299,05/04/2015,Saada,Al-Dhaher,Al-Malaheet,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
300,05/04/2015,Saada,Ghamir,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
301,05/04/2015,Saada,Razih,Sha'arah,Two Houses,Civilian,Residential Area,unkn,2,,Night
302,05/04/2015,Saada,Razih,Sha'arah,Mosque,Civilian,Mosque,unkn,1,,Night
303,05/04/2015,Saada,Kitaf Wa Al-Boqe'e,-,Mountains ,Unknown,Unknown,unkn,3,,Night
304,05/04/2015,Saada,Kitaf Wa Al-Boqe'e,-,131st Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Night
305,05/04/2015,Saada,Sa'ada,The City,Daghfal house,Civilian,Residential Area,24,unkn,,Night
306,05/04/2015,Saada,Sihar,"Al Al-Sarbi, Al-Sama'a Mountain",Unknown,Unknown,Unknown,unkn,2,,Night
307,06/04/2015,Capital,Ma'ain,Near Azal hospital,Al-Kaboos Tanks Factory,Economic_infrastructure,Private factory,16,unkn,,Afternoon
308,06/04/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
309,06/04/2015,Capital,Ma'ain,Al-Nahdhah,Former 1st Armoured Division,Military_Security_Target,Military Site,22,unkn,,Night
310,06/04/2015,Sanaa,Bani Matar,Bait Rijal,Residential Area,Civilian,Residential Area,15,3,,Afternoon
311,06/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,1,,Afternoon
312,06/04/2015,Sanaa,Bani Matar,Al-Sobahah,Fuel storage,Economic_infrastructure,Oil & Gas,16,unkn,,Afternoon
313,06/04/2015,Sanaa,Bani Matar,-,Al-Rasheed Industiral compound,Economic_infrastructure,Private factory,unkn,unkn,,Unknown
314,06/04/2015,Sanaa,Bani Matar,Bait Adhran,Ibrahim Al-Marri Plastick pipes factory,Economic_infrastructure,Private factory,unkn,unkn,,Unknown
315,06/04/2015,Sanaa,Sanhan,Al-Tikhraf Village,Unknown,Civilian,Residential Area,16,unkn,,Afternoon
316,06/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,20,unkn,,Evening
317,06/04/2015,Sanaa,Bani Matar,Ayban Mountain,Unknown,Unknown,Unknown,20,unkn,,Evening
318,06/04/2015,Dhalie,Al-Dhalie,The City,Labozah Military Camp,Military_Security_Target,Military Site,unkn,2,,Midday
319,06/04/2015,Dhalie,Al-Dhalie,Sinah,Governmental Compound,Infrastructure,Gov. compounds,16,unkn,,Afternoon
320,06/04/2015,Dhalie,Al-Dhalie,The City,"SSF Camp, Aboud Military Camp",Military_Security_Target,Military Site,16,unkn,,Afternoon
321,06/04/2015,Hajja,Harad,-,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,unkn,,Evening
322,06/04/2015,Lahj,Al-Musaymir,-,Labozah Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
323,06/04/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,13,3,,Morning
324,06/04/2015,Marib,Majzar,Al-Safra'a,Pro-Houthi forces,Military_Security_Target,Forces,18,1,,Evening
325,06/04/2015,Saada,Sihar,Al-Anad,Civilian's house,Civilian,Residential Area,1,1,,Early-Morning
326,06/04/2015,Saada,Razih,Shia'arah,Houses,Civilian,Residential Area,unkn,3,,Early-Morning
327,06/04/2015,Saada,Kitaf Wa Al-Boqe'e,-,Mountains,Unknown,Unknown,unkn,3,,Early-Morning
328,06/04/2015,Saada,Sihar,"Bani Muadh, Al Al-Sabrah",Unknown,Civilian,Residential Area,unkn,unkn,,Early-Morning
329,06/04/2015,Saada,Saqain,Al-Sha'af,Telecommunications Network,Infrastructure,Communication,10,unkn,,Midday
330,06/04/2015,Saada,Razih,-,Gas Station,Economic_infrastructure,Oil & Gas,17,unkn,,Afternoon
331,06/04/2015,Saada,Razih,Al-Mahnak,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Evening
332,06/04/2015,Saada,Shada'a,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Evening
333,07/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
334,07/04/2015,Sanaa,Sanhan,Raymah Humaid ,Raymah Humaid Military Camp,Military_Security_Target,Military Site,18,unkn,,Evening
335,07/04/2015,Aden,Al-Buraiqah,Beer Ahmad,Beer Ahmad Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Midday
336,07/04/2015,Aden,Khor Maksar,Gahzi Alwan,Pro-Houthi forces,Military_Security_Target,Forces,17,1,1,Afternoon
337,07/04/2015,Bayda,Mukayras,-,117th Mechanized Infantry Brigade (Al-Majd Military Camp),Military_Security_Target,Military Site,7,3,,Morning
338,07/04/2015,Dhalie,Qatabah,Murays,Al-Sadrayn Military Camp,Military_Security_Target,Military Site,unkn,1,,Evening
339,07/04/2015,Hajja,Midi,-,Governmental Compound,Infrastructure,Gov. compounds,unkn,unkn,,Afternoon
340,07/04/2015,Hajja,Midi,-,School,Educational_facility,School,unkn,unkn,,Afternoon
341,07/04/2015,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,unkn,5,,Morning
342,07/04/2015,Ibb,Al-Sabrah,Maytam,Al-Sabatain school,Educational_facility,School,12,unkn,,Midday
343,07/04/2015,Ibb,Al-Sabrah,Maytam,30th Armoured Brigade (Al-Hamzah Military Camp),Military_Security_Target,Military Site,18,unkn,,Evening
344,07/04/2015,Lahj,Al-Musaymir,Aqqan,Aqqan Bridge,Infrastructure,Transport,unkn,unkn,,Midday
345,07/04/2015,Lahj,Tuban,Sabir,5th Missiles Brigade,Military_Security_Target,Military Site,16,unkn,,Afternoon
346,07/04/2015,Lahj,Tuban,Sabir,Near a Busness Man Yard,Economic_infrastructure,Private business,16,1,,Afternoon
347,07/04/2015,Marib,Harib,Najd Marqad,Pro-Houthi forces,Military_Security_Target,Forces,2,unkn,,Midday
348,07/04/2015,Saada,Al-Dhaher,Al-Malaheet,Telecommunications Network,Infrastructure,Communication,15,unkn,,Afternoon
349,07/04/2015,Saada,Al-Dhaher,-,Al-Aqsa hospital,Medical_Facility,Hospital,unkn,unkn,,Afternoon
350,07/04/2015,Taiz,Al-Mukha,Al-Mukha Junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,unkn,,Midday
351,07/04/2015,Taiz,Mawyah,Awman Mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,15,unkn,,Afternoon
352,07/04/2015,Taiz,Al-Mukha,The City,Air Defence Military Camp,Military_Security_Target,Military Site,17,unkn,,Afternoon
353,08/04/2015,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,13,unkn,,Midday
354,08/04/2015,Capital,Al-Thawrah,Al-Hasabah,Rescue Police HQ,Military_Security_Target,Military Site,13,unkn,,Midday
355,08/04/2015,Capital,Al-Thawrah,Al-Hasabah,Telecommunications Corporation,Infrastructure,Communication,13,unkn,,Midday
356,08/04/2015,Capital,Al-Thawrah,Al-Jiraf,Ministry of Interior,Military_Security_Target,Military Site,14,1,,Midday
357,08/04/2015,Capital,Al-Thawrah,Al-Jiraf,Houthi Political Office,Political_Tribal ,HQ,14,unkn,,Midday
358,08/04/2015,Capital,Al-Thawrah,Al-Jiraf (near the Yemeni telecommunication corporation),Shamsan building,Civilian,Residential Area,14,unkn,,Midday
359,08/04/2015,Capital,Al-Thawrah,Al-Jiraf (near the central jail),Al-Dhafif Building,Civilian,Residential Area,14,unkn,,Midday
360,08/04/2015,Sanaa,Hamdan,Qa'a Al-Manqab,Pro-Houthi Military Site,Military_Security_Target,Military Site,unkn,unkn,,Morning
361,08/04/2015,Sanaa,Arhab,Al-Sama'a ,Al-Sama'a Military Camp,Military_Security_Target,Military Site,14,3,,Midday
362,08/04/2015,Abyan,Khanfir,Shaqra'a,115th Infantry Brigade,Military_Security_Target,Military Site,14,unkn,,Midday
363,08/04/2015,Aden,Ash Sheikh Othman,Al-Mimdarah (near 22May stadium),Pro-Houthi forces,Military_Security_Target,Military Site,4,unkn,,Early-Morning
364,08/04/2015,Aden,Crater,Al-Ma'asheeq,Al-Ma'asheeq Palace,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
365,08/04/2015,Aden,Al-Mualla,-,Grain Silos,Economic_infrastructure,Food (storage/transportation),unkn,unkn,,Morning
366,08/04/2015,Aden,Dar Sa'ad,Mas'abain,Pro-Houthi forces,Military_Security_Target,Forces,14,unkn,,Midday
367,08/04/2015,Bayda,Al-Bayda,Al-Adhimah Mountain,Military Sites,Military_Security_Target,Military Site,unkn,3,,Midday
368,08/04/2015,Bayda,Mukayras,Aqabat Thurah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Morning
369,08/04/2015,Dhalie,Al-Dhalie,-,Al-Jarba'a Military Camp,Military_Security_Target,Military Site,unkn,7,,Afternoon
370,08/04/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,unkn,9,,Early-Morning
371,08/04/2015,Lahj,Tuban,Al-Anad,Al-Anad Airbase,Military_Security_Target,Military Site,14,15,,Midday
372,08/04/2015,Saada,Sa'ada,-,1st Artillery Brigade,Military_Security_Target,Military Site,18,2,,Evening
373,08/04/2015,Saada,Sa'ada,Qahzah ( near the central Jail),Pro-Houthi forces,Military_Security_Target,Forces,18,1,,Evening
374,08/04/2015,Saada,Sa'ada,The City,Sa'ada Military HQ,Military_Security_Target,Military Site,unkn,3,,Morning
375,08/04/2015,Saada,Sa'ada,The City,Military police camp,Military_Security_Target,Military Site,unkn,unkn,,Unknown
376,08/04/2015,Shabwa,Markhah Al-Sawfla,-,Pro-Houthi forces,Military_Security_Target,Forces,17,unkn,,Afternoon
377,08/04/2015,Shabwa,Ataq,-,Shabwa Military HQ,Military_Security_Target,Military Site,24,2,,Night
378,08/04/2015,Taiz,Al-Taiziyah,Al-Janad,22nd Armoured Brigade,Military_Security_Target,Military Site,24,3,,Night
379,09/04/2015,Capital,Al-Wahdah,60m Road,Military supplies camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
380,09/04/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,16,unkn,,Afternoon
381,09/04/2015,Capital,Al-Safiah,Bab Al-Yemen,Ministry of Defence,Military_Security_Target,Military Site,16,3,,Afternoon
382,09/04/2015,Capital,Azal,Noqom Mountain,Military Sites,Military_Security_Target,Military Site,16,unkn,,Afternoon
383,09/04/2015,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
384,09/04/2015,Sanaa,Arhab,Al-Sama'a ,Al-Sama'a Military Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
385,09/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Afternoon
386,09/04/2015,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,16,unkn,,Afternoon
387,09/04/2015,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Night
388,09/04/2015,Aden,Ash Sheikh Othman,Al-Mimdarah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
389,09/04/2015,Aden,Ash Sheikh Othman,-,22 May Stadium,Infrastructure,Sport Facility,unkn,3,,Morning
390,09/04/2015,Aden,Dar Sa'ad,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
391,09/04/2015,Aden,Dar Sa'ad,-,Local Council,Infrastructure,Gov. compounds,unkn,unkn,,Night
392,09/04/2015,Amran,Amran,Qasr Al-Jannat,Residential Area,Civilian,Residential Area,unkn,unkn,,Midday
393,09/04/2015,Amran,Amran,The City,310th Armoured Brigade,Military_Security_Target,Military Site,12,unkn,,Midday
394,09/04/2015,Amran,Amran,The City,Military police camp,Military_Security_Target,Military Site,unkn,unkn,,Midday
